Date,Adj Close,Close,High,Low,Open,Volume
18/10/2021,1275.244873,1479.650024,1486.949951,1420,1420,3579606
19/10/2021,1326.482178,1539.099976,1569.800049,1477.050049,1498,8645334
20/10/2021,1326.654419,1539.300049,1576.5,1515.800049,1544,5159270
21/10/2021,1313.683594,1524.25,1546.150024,1476.050049,1546.150024,4261416
22/10/2021,1307.822754,1517.449951,1561.949951,1483.75,1531,5223521
25/10/2021,1313.554321,1524.099976,1535,1483.800049,1531,3890467
26/10/2021,1347.339233,1563.300049,1630,1543,1571.900024,16978043
27/10/2021,1351.260376,1567.849976,1587.099976,1527.5,1561.849976,3624131
28/10/2021,1321.483521,1533.300049,1582.849976,1526,1578,3054565
29/10/2021,1273.693481,1477.849976,1542.75,1467.800049,1527.349976,3795495
01/11/2021,1311.873657,1522.150024,1529.900024,1487.050049,1490,2271900
02/11/2021,1297.467896,1490.599976,1522.949951,1488.050049,1522.25,2041689
03/11/2021,1304.387939,1498.550049,1537.699951,1493.599976,1498,2697346
04/11/2021,1310.742065,1505.849976,1515,1501,1509,166444
08/11/2021,1354.568359,1556.199951,1562.800049,1504.300049,1508,3050392
09/11/2021,1357.179688,1559.199951,1572,1553,1561,2061369
10/11/2021,1363.620972,1566.599976,1573.349976,1546.550049,1555.949951,1299996
11/11/2021,1324.756226,1521.949951,1560,1515,1560,3027565
12/11/2021,1379.637085,1585,1589.449951,1531.300049,1538.5,3713868
15/11/2021,1374.544922,1579.150024,1601.5,1573.349976,1585,2448280
16/11/2021,1392.606567,1599.900024,1605,1576,1585.099976,2864344
17/11/2021,1408.75293,1618.449951,1625,1595,1598.5,2304359
18/11/2021,1364.62207,1567.75,1624.75,1559.5,1620.199951,2938804
22/11/2021,1341.599243,1541.300049,1581.800049,1520,1581.800049,1951782
23/11/2021,1358.354858,1560.550049,1564.449951,1506.300049,1522,1823592
24/11/2021,1338.813599,1538.099976,1569.900024,1530,1568.800049,1644163
25/11/2021,1357.310181,1559.349976,1564.800049,1530.050049,1531,1557493
26/11/2021,1329.500122,1527.400024,1550,1510.150024,1544,1522173
29/11/2021,1337.551636,1536.650024,1545.5,1479.400024,1515,1995524
30/11/2021,1341.729614,1541.449951,1594.449951,1526.5,1529,5662900
01/12/2021,1381.899902,1587.599976,1594.400024,1550,1550,2761193
02/12/2021,1418.501831,1629.650024,1632.5,1580,1590,2664202
03/12/2021,1386.861694,1593.300049,1638.25,1589.699951,1625,2400296
06/12/2021,1350.695068,1551.75,1619.550049,1546.849976,1606,2911781
07/12/2021,1372.368896,1576.650024,1581.349976,1536,1564,1758254
08/12/2021,1396.871582,1604.800049,1614.800049,1582.050049,1582.650024,1604565
09/12/2021,1402.442261,1611.199951,1620,1585,1593,1947954
10/12/2021,1395.000122,1602.650024,1611.199951,1578.550049,1611,1776362
13/12/2021,1425.900513,1638.150024,1655.5,1597.449951,1605,3163063
14/12/2021,1429.860962,1642.699951,1665,1625.650024,1640,2725454
15/12/2021,1428.903442,1641.599976,1646.300049,1615.900024,1639,1622068
16/12/2021,1438.521729,1652.650024,1667.650024,1642.199951,1649,2225836
17/12/2021,1429.991455,1642.849976,1675,1626.900024,1669.199951,3405084
20/12/2021,1390.996094,1598.050049,1638.349976,1576.599976,1635,2233189
21/12/2021,1421.374268,1632.949951,1655.300049,1605.5,1605.5,2237445
22/12/2021,1444.70166,1659.75,1661.699951,1631.75,1645,1656110
23/12/2021,1465.635742,1683.800049,1691.099976,1664.150024,1670,1715034
24/12/2021,1500.453247,1723.800049,1735.199951,1680.349976,1683.349976,3343946
27/12/2021,1553.723633,1785,1792,1703.650024,1724.5,4512000
28/12/2021,1572.089844,1806.099976,1823,1776.099976,1785,3605483
29/12/2021,1555.333862,1786.849976,1821,1782.75,1800.5,1902921
30/12/2021,1566.736572,1799.949951,1838,1786,1787,4650594
31/12/2021,1558.554565,1790.550049,1813,1783.449951,1800.199951,2378048
03/01/2022,1553.549683,1784.800049,1818,1783,1795.050049,1779147
04/01/2022,1557.901855,1789.800049,1803.800049,1767,1793,2701533
05/01/2022,1512.421631,1737.550049,1782.949951,1733,1779.949951,3138050
06/01/2022,1472.860229,1692.099976,1728.849976,1690,1725,4290750
07/01/2022,1483.087769,1703.849976,1724.550049,1695.099976,1702,2103362
10/01/2022,1493.663818,1716,1725,1687.5,1719,2330348
11/01/2022,1512.073486,1737.150024,1745,1705,1705,2704832
12/01/2022,1506.241455,1730.449951,1755,1721,1754,3013194
13/01/2022,1496.100952,1718.800049,1748.900024,1701.800049,1730,2768371
14/01/2022,1512.595703,1737.75,1746.800049,1696.5,1714.5,1889385
17/01/2022,1499.234497,1722.400024,1751,1720,1732.949951,2522806
18/01/2022,1445.572388,1660.75,1746.550049,1650.050049,1740,4878369
19/01/2022,1453.710693,1670.099976,1676.599976,1627.550049,1663.099976,2610709
20/01/2022,1450.925659,1666.900024,1673.199951,1643.550049,1670.099976,2440011
21/01/2022,1387.079346,1593.550049,1653,1588.849976,1650,4079190
24/01/2022,1317.096313,1513.150024,1588,1501.949951,1588,3250275
25/01/2022,1306.172363,1500.599976,1527.650024,1465,1499,3910618
27/01/2022,1258.298584,1445.599976,1484.5,1430,1484.5,4434890
28/01/2022,1227.876953,1410.650024,1482.900024,1406.25,1446,7080683
31/01/2022,1287.370972,1479,1487.599976,1431.5,1437,4406035
01/02/2022,1310.655273,1505.75,1514.949951,1475,1504,2542754
02/02/2022,1290.809082,1482.949951,1490,1443,1479.900024,9031146
03/02/2022,1265.871338,1454.300049,1479.800049,1449.099976,1478.900024,2433692
04/02/2022,1260.561646,1448.199951,1464.949951,1435,1464,2406272
07/02/2022,1257.16687,1444.300049,1465.75,1434,1450,2741520
08/02/2022,1248.375488,1434.199951,1456.150024,1420.199951,1446.5,1981111
09/02/2022,1266.306519,1454.800049,1470.949951,1440.050049,1440.050049,2282701
10/02/2022,1278.231567,1468.5,1472,1450.300049,1465,1850405
11/02/2022,1240.28064,1424.900024,1449.949951,1421,1449.849976,2426039
14/02/2022,1210.033081,1390.150024,1418.800049,1371,1390,2149302
15/02/2022,1253.119507,1439.650024,1442.599976,1395.050049,1404.050049,1955525
16/02/2022,1256.905884,1444,1463.949951,1428.849976,1450.5,2164650
17/02/2022,1259.99585,1447.550049,1461.449951,1440.25,1461.449951,1669669
18/02/2022,1251.639771,1437.949951,1445,1417.099976,1438.449951,2374188
21/02/2022,1234.448608,1418.199951,1440,1410.099976,1427.150024,2109461
22/02/2022,1229.530762,1412.550049,1420.699951,1375,1380.5,2111878
23/02/2022,1230.183594,1413.300049,1424.949951,1409.199951,1422,1319711
24/02/2022,1160.287842,1333,1400,1330,1370.5,4108603
25/02/2022,1209.641235,1389.699951,1400,1350.099976,1355,1885454
28/02/2022,1227.311035,1410,1419.849976,1363.25,1380,4983140
02/03/2022,1213.688843,1394.349976,1420.699951,1382.75,1400,2160190
03/03/2022,1241.803833,1426.650024,1443.599976,1405.150024,1409.800049,2730530
04/03/2022,1265.261841,1453.599976,1460,1398.5,1415,3567738
07/03/2022,1239.584106,1424.099976,1464,1411.050049,1428,3341715
08/03/2022,1272.530273,1461.949951,1466.900024,1420,1420,2365949
09/03/2022,1309.78479,1504.75,1511,1461.949951,1461.949951,3667977
10/03/2022,1292.898438,1485.349976,1525.949951,1474.5,1525,2835942
11/03/2022,1294.1604,1486.800049,1491.849976,1472.5,1476,1116432
14/03/2022,1308.261475,1503,1508.900024,1487,1487,1372791
15/03/2022,1269.614258,1458.599976,1515,1448,1514,2188506
16/03/2022,1296.858521,1489.900024,1494.5,1468.400024,1475.199951,1453944
17/03/2022,1299.99231,1493.5,1509.949951,1487,1505,2346185
21/03/2022,1288.067383,1479.800049,1520,1476.199951,1495,2110200
22/03/2022,1338.900635,1538.199951,1543.949951,1475.050049,1486.900024,3030660
23/03/2022,1342.338745,1542.150024,1561.699951,1529.199951,1550,3741783
24/03/2022,1365.318481,1568.550049,1571.949951,1530.150024,1530.150024,2085571
