Date,Adj Close,Close,High,Low,Open,Volume
18/01/2021,89.64357758,138.6999969,143.8999939,136.6000061,143.3000031,17085592
19/01/2021,90.54840851,140.1000061,141.8999939,139.6000061,140.8500061,8951075
20/01/2021,91.45324707,141.5,141.9499969,138.6499939,140.5,11820498
21/01/2021,88.7710495,137.3500061,142.1499939,136.5500031,142,10828875
22/01/2021,86.08885193,133.1999969,137.8000031,132.5,137.3500061,14810848
25/01/2021,85.21633911,131.8500061,135.5,130.8500061,134.8999939,10157077
27/01/2021,83.47129059,129.1499939,132.5500031,128.6999969,132,11638766
28/01/2021,82.85727692,128.1999969,129.9499969,127.8000031,128,11970139
29/01/2021,81.37077332,125.9000015,129.6499939,125.25,129.25,15268785
01/02/2021,83.37433624,129,129.75,125.8499985,126.4000015,12808349
02/02/2021,84.82853699,131.25,132.8500061,129.6499939,131,15485139
03/02/2021,88.7064209,137.25,138,131.25,131.25,25483402
04/02/2021,92.81050873,143.6000061,144.25,136.8000031,137.8999939,30751754
05/02/2021,91.03315735,140.8500061,144.3000031,139.3500061,144.1000061,19930467
08/02/2021,91.48557281,141.5500031,142.3999939,140.3000031,141.0500031,11810439
09/02/2021,89.99904633,139.25,143.4499969,138.6999969,141.5,8579689
10/02/2021,89.38504028,138.3000031,140.5500031,136.8000031,139.8999939,8709612
11/02/2021,88.64178467,137.1499939,139.5,136,138.3000031,14150298
12/02/2021,86.50897217,133.8500061,137,132.75,136.5,16453706
15/02/2021,85.47484589,132.25,134.8500061,132,134.5,10557047
16/02/2021,86.44432831,133.75,135.3999939,132.3000031,132.3000031,11735144
17/02/2021,87.38147736,135.1999969,135.75,132.8999939,133.3000031,8950258
18/02/2021,90.45146179,139.9499969,141.1999969,134.0500031,135,22069738
19/02/2021,89.99904633,139.25,143.1999969,137.25,139.9499969,22944780
22/02/2021,88.06009674,136.25,139.3999939,135.1000061,138.8500061,20401387
23/02/2021,88.48020172,136.8999939,138.6000061,136.1999969,137.6000061,19178437
24/02/2021,93.32756805,144.3999939,145,139.5,139.9499969,38775957
25/02/2021,100.8894119,156.1000061,157.6999969,145.75,146.8999939,85580477
26/02/2021,98.36878204,152.1999969,163,150.5,156.1499939,94115857
01/03/2021,99.75836945,154.3500061,157.1000061,153.6999969,155.5,22306110
02/03/2021,99.14437866,153.3999939,156.1499939,152.5,154.3500061,17565134
03/03/2021,100.1138229,154.8999939,157.3000031,153.8000031,155,17610904
04/03/2021,98.27184296,152.0500031,154.8999939,151.6999969,154,17162557
05/03/2021,97.65786743,151.1000061,152.6999969,149.6999969,152,17323282
08/03/2021,98.98278809,153.1499939,156,152.3500061,153.8999939,18727656
09/03/2021,98.04563904,151.6999969,154.9499969,148.5,154.9499969,14621175
10/03/2021,97.56089783,150.9499969,153.25,149.3999939,153.0500031,10788943
12/03/2021,97.27006531,150.5,153,149,152,14835735
15/03/2021,98.20601654,146.8999939,147.6000061,144.75,146.4499969,15783310
16/03/2021,97.40375519,145.6999969,148.0500031,144.6000061,147,11857531
17/03/2021,93.49291992,139.8500061,145.4499969,139.5,145.0500031,15554810
18/03/2021,91.62103271,137.0500031,141.75,136.1999969,141.5,14401450
19/03/2021,91.11965179,136.3000031,140,133.5,136,33294812
22/03/2021,90.68512726,135.6499939,137.6000061,135.3000031,137.6000061,11414253
23/03/2021,90.41770935,135.25,136.6499939,134.1000061,135.6000061,8887103
24/03/2021,88.44556427,132.3000031,135.1499939,132.0500031,133.8999939,10865477
25/03/2021,85.63777161,128.1000061,133.1000061,127.0500031,132,18629600
26/03/2021,86.64055634,129.6000061,130.3999939,128.6999969,129.1000061,9505615
30/03/2021,88.88010406,132.9499969,134.4499969,130.1499939,131,20582346
31/03/2021,87.14195251,130.3500061,133,130,133,14900610
01/04/2021,88.34527588,132.1499939,132.3999939,130.6000061,131.4499969,6226087
05/04/2021,86.77425385,129.8000031,132.1000061,128.0500031,131.8999939,9012457
06/04/2021,87.10852051,130.3000031,131.8500061,129.3000031,130.8500061,6689423
07/04/2021,87.74360657,131.25,131.6999969,129.75,130.3000031,5657926
08/04/2021,88.01101685,131.6499939,133.75,131.1999969,131.3000031,9330363
09/04/2021,86.57370758,129.5,131.9499969,128.9499969,131.6499939,10149401
12/04/2021,83.3647995,124.6999969,128.3000031,123.5999985,128,11334755
13/04/2021,85.53749084,127.9499969,128.4499969,124.8000031,124.8000031,7809483
15/04/2021,85.73803711,128.25,130.8000031,126.9499969,127.9499969,8924391
16/04/2021,85.47063446,127.8499985,129.9499969,127.0999985,128.8500061,10358366
19/04/2021,83.29795074,124.5999985,126,123.4000015,125.5999985,7131534
20/04/2021,83.23108673,124.5,126.25,124.0500031,125,7738871
22/04/2021,83.5987854,125.0500031,125.5,124,124.6500015,8514980
23/04/2021,84.33415222,126.1500015,127.25,124.25,124.9499969,8992991
26/04/2021,84.86896515,126.9499969,128,126.5,127.75,4967884
27/04/2021,85.23665619,127.5,127.9000015,126.5999985,127,3982954
28/04/2021,85.90517426,128.5,129.4499969,127.5,128,6206074
29/04/2021,85.60434723,128.0500031,130.0500031,127.6500015,129.75,8345584
30/04/2021,88.94696808,133.0500031,134.6000061,127,127.4000015,27396950
03/05/2021,88.37872314,132.1999969,133.4499969,131.1999969,133,10262391
04/05/2021,88.77981567,132.8000031,135.8000031,132.25,132.5500031,9926789
05/05/2021,89.01380157,133.1499939,134.5,132.5,133,4877341
06/05/2021,89.98316956,134.6000061,135.4499969,133.75,134.1999969,7632817
07/05/2021,91.48735046,136.8500061,138,135,135.3999939,12644960
10/05/2021,98.30626678,147.0500031,148.5,137.1000061,137.1000061,45098431
11/05/2021,104.0889893,155.6999969,156.75,145.1499939,146.4499969,66582000
12/05/2021,102.6182327,153.5,159.6999969,151.8000031,155.8999939,42959024
14/05/2021,98.13916016,146.8000031,155.9499969,146.1000061,155.9499969,23140309
17/05/2021,99.04165649,148.1499939,149.1499939,144,147,17076463
18/05/2021,97.90516663,146.4499969,149.8000031,146.1000061,149.1000061,10295029
19/05/2021,101.5151825,151.8500061,152.5,145.1000061,146.4499969,23999878
20/05/2021,98.03887177,146.6499939,152.3999939,146.0500031,152.3999939,22983457
21/05/2021,98.40655518,147.1999969,149.6000061,146.8500061,147,13009821
24/05/2021,99.54304504,148.8999939,149.75,145.6499939,148.1000061,14192862
25/05/2021,98.57367706,147.4499969,150,147.1000061,149.8000031,10434892
26/05/2021,97.40375519,145.6999969,148,145.1999969,147.8000031,9948786
27/05/2021,96.63497925,144.5500031,146.3000031,144.1000061,145.75,24064196
28/05/2021,98.20601654,146.8999939,148.8000031,144.75,145.6000061,16465504
31/05/2021,98.74081421,147.6999969,148.3999939,145.0500031,147.0500031,11767444
01/06/2021,98.67396545,147.6000061,149.3999939,146.8999939,148.5500031,9307143
02/06/2021,99.67675781,149.1000061,149.8999939,147,147.5,10714318
03/06/2021,99.64333344,149.0500031,150.3999939,148.6000061,150,9282774
04/06/2021,102.3508377,153.1000061,154.3999939,148.1999969,149,29422387
07/06/2021,104.4566879,156.25,158.8500061,155.4499969,156,31071589
08/06/2021,104.2895508,156,157.5,152.8000031,157.3999939,12874065
09/06/2021,104.5569611,156.3999939,161.3999939,155.1999969,157,30443113
10/06/2021,104.6238251,156.5,158.75,155.75,157.1000061,11459484
11/06/2021,108.7352448,162.6499939,165,156.6499939,157,61728565
14/06/2021,106.5291061,159.3500061,164,155.5500031,164,30836595
15/06/2021,105.0583572,157.1499939,161.8500061,156.75,161.1000061,30153988
16/06/2021,103.9887238,155.5500031,158.8000031,154.8500061,157.3000031,14098443
17/06/2021,101.7157288,152.1499939,155.3999939,151.3999939,155,15784276
18/06/2021,97.87172699,146.3999939,153.8000031,145.1000061,153,24823176
21/06/2021,98.6071167,147.5,148,143.5,146,15038290
22/06/2021,99.40933228,148.6999969,149.5,147.8000031,148.8999939,12494441
23/06/2021,99.24220276,148.4499969,150.6000061,148.1499939,149.8500061,7983220
24/06/2021,97.87172699,146.3999939,149.1000061,146,148.4499969,12929173
25/06/2021,99.44275665,148.75,149.25,146.75,146.75,7400514
28/06/2021,98.40655518,147.1999969,149,147,147.1000061,8217659
29/06/2021,96.60155487,144.5,147.8999939,143.9499969,147.1000061,21576435
30/06/2021,98.03887177,146.6499939,147.3999939,145.1000061,145.6000061,12919448
01/07/2021,97.37034607,145.6499939,147.3000031,145.5,146.6000061,5668038
02/07/2021,98.70738983,147.6499939,148.6499939,146.0500031,147,20805994
05/07/2021,100.2115707,149.8999939,150.5,147.6000061,148,10401054
06/07/2021,98.6071167,147.5,150.6999969,146.8999939,150.0500031,9579038
07/07/2021,98.64054108,147.5500031,148.75,146.5500031,147.5,6067804
08/07/2021,97.77144623,146.25,148.1499939,145.3000031,147,12349670
09/07/2021,98.07229614,146.6999969,147.5,145.6499939,146.25,4963821
12/07/2021,97.87172699,146.3999939,147.8500061,146.1000061,146.8000031,4010172
13/07/2021,99.00823212,148.1000061,148.5,146.6499939,147,5717442
14/07/2021,99.04165649,148.1499939,149.3999939,147.25,147.9499969,7216739
15/07/2021,98.07229614,146.6999969,148.3999939,145.6499939,148,7257500
16/07/2021,97.30348969,145.5500031,148.0500031,145.3000031,146.75,10819800
19/07/2021,96.56812286,144.4499969,146.3999939,144,145,5158738
20/07/2021,95.53190613,142.8999939,145.0500031,141.6999969,144.5,6271740
22/07/2021,96.73526001,144.6999969,145.3999939,143.25,144,4772582
23/07/2021,96.33413696,144.1000061,145,143.3500061,144.6999969,3419739
26/07/2021,96.26728058,144,145.5,143.25,144,4423596
27/07/2021,95.23106384,142.4499969,145.25,142.1000061,144.5,4245486
28/07/2021,96.30070496,144.0500031,144.3000031,141.0500031,143.4499969,8834228
29/07/2021,95.03050995,142.1499939,144.6499939,141.8999939,144.0500031,8237916
30/07/2021,95.79932404,143.3000031,144.8999939,141.25,142.3000031,9526451
02/08/2021,96.20040894,143.8999939,144.8999939,143.1000061,144.3000031,6164197
03/08/2021,96.43442535,144.25,144.75,143,143.8999939,5648929
04/08/2021,96.73526001,144.6999969,147.3500061,144.1499939,144.1499939,8839351
05/08/2021,97.23662567,145.4499969,145.8999939,142.1999969,145,6237158
06/08/2021,97.67118835,146.1000061,148.4499969,145.25,145.6000061,10812438
09/08/2021,95.76589966,143.25,147.8500061,142.3500061,147.5,12986298
10/08/2021,95.06394196,142.1999969,144.25,140.75,143.6999969,14022502
11/08/2021,96.23384857,143.9499969,144.3500061,141.1499939,142.8999939,8356558
12/08/2021,96.53469849,144.3999939,146.6999969,143.6999969,144.0500031,7685737
13/08/2021,96.10014343,143.75,146.3000031,143.1999969,145.0500031,9455100
16/08/2021,94.93023682,142,144.1499939,141.75,143.8000031,5259207
17/08/2021,93.0918045,139.25,142.5500031,137.1999969,142.1000061,13714266
18/08/2021,92.49013519,138.3500061,140.25,138,139.25,7654460
20/08/2021,90.65169525,135.6000061,138.0500031,135,137.5,8877297
23/08/2021,89.54862976,133.9499969,136.3999939,132.75,136.3000031,7768805
24/08/2021,91.05281067,136.1999969,136.8999939,134,134.3500061,7452062
25/08/2021,92.82440186,138.8500061,139.1499939,136.5,136.5,7817617
26/08/2021,91.78817749,137.3000031,139.3999939,136.3500061,138.8500061,6845692
27/08/2021,92.6238327,138.5500031,139.3000031,137.0500031,137.8999939,4418540
30/08/2021,95.99987793,143.6000061,143.9499969,138.6000061,138.6000061,11333690
31/08/2021,97.50402832,145.8500061,146.1499939,143.25,143.6000061,14301855
01/09/2021,96.40098572,144.1999969,146.6499939,143.8999939,146.6000061,8415876
02/09/2021,97.0176239,141.6000061,143.8000031,141.1999969,143.8000031,7787657
03/09/2021,100.2721024,146.3500061,147.1499939,141.75,141.8999939,12734022
06/09/2021,100.2721024,146.3500061,147.8500061,144.3000031,147.8000031,9712271
07/09/2021,100.8544769,147.1999969,148.1000061,145.5500031,147,9475870
08/09/2021,102.1905136,149.1499939,149.8500061,146.3000031,147.3500061,7873034
09/09/2021,101.8479462,148.6499939,150.9499969,148,149.1499939,9519564
13/09/2021,105.9246216,154.6000061,155.8999939,149.3000031,149.6000061,35672746
14/09/2021,105.9931259,154.6999969,155.5,153.3500061,155.3500061,8804432
15/09/2021,110.3438568,161.0500031,162.25,154.25,155.5,24591822
16/09/2021,111.2002869,162.3000031,163,157.5500031,162.1499939,18440504
17/09/2021,107.3634415,156.6999969,163.3000031,155.3999939,162.6999969,17317065
20/09/2021,105.6505432,154.1999969,157.5500031,152.8000031,155.8999939,12541523
21/09/2021,107.1578827,156.3999939,158,153.4499969,155.6999969,13645046
22/09/2021,111.0632553,162.1000061,162.5,155,157.25,18861877
23/09/2021,114.6603088,167.3500061,170,163.1000061,163.75,31399318
24/09/2021,113.803894,166.1000061,169.4499969,162.8999939,168.1000061,17259638
27/09/2021,114.4547424,167.0500031,169.1499939,165.3500061,167,9099672
28/09/2021,119.593399,174.5500031,176.3000031,168.1499939,168.5,41551332
29/09/2021,127.2328644,185.6999969,197,172.8000031,174.5,100988643
30/09/2021,126.8217545,185.1000061,191.5,184.1000061,187.6000061,48957916
01/10/2021,129.2883148,188.6999969,189.8999939,182.3999939,185.3999939,25492957
04/10/2021,130.1447601,189.9499969,193.3500061,188.3000031,192.5,23341448
